z(m),CH2CH3(S),CH3(S),H(S),CH2(S),CHCH3(S),CH2CH2(S),CH(S),CCH3(S),CHCH2(S),C(S),CCH2(S),CHCH(S),CCH(S),CC(S),CH4(S),PT(S)
0.000000e+00,2.394264e-07,3.901079e-10,3.357317e-04,2.440973e-08,2.628500e-11,1.331599e-09,1.960118e-01,3.953469e-03,1.196813e-07,6.292844e-01,2.115487e-02,2.278296e-05,1.006912e-05,3.582102e-06,4.186896e-13,1.492229e-01
1.000000e-06,1.839873e-07,3.403291e-10,3.949518e-04,5.104368e-08,3.912382e-11,3.150644e-09,2.737948e-01,4.199139e-03,1.287325e-07,5.889261e-01,1.511009e-02,5.944180e-05,1.677758e-05,3.999544e-06,1.743176e-12,1.174943e-01
1.450000e-06,1.737225e-07,3.431579e-10,4.099038e-04,5.959223e-08,4.384467e-11,3.719679e-09,2.924799e-01,4.351350e-03,1.339117e-07,5.766046e-01,1.436110e-02,7.171851e-05,1.848814e-05,4.039694e-06,2.294769e-12,1.116985e-01
1.900000e-06,1.660003e-07,3.488767e-10,4.217806e-04,6.712637e-08,4.828485e-11,4.211418e-09,3.073807e-01,4.503606e-03,1.390574e-07,5.663373e-01,1.389833e-02,8.270970e-05,1.988924e-05,4.061788e-06,2.844784e-12,1.073512e-01
2.350000e-06,1.598239e-07,3.559263e-10,4.315617e-04,7.392222e-08,5.252872e-11,4.646692e-09,3.197758e-01,4.653428e-03,1.441070e-07,5.575455e-01,1.359490e-02,9.275628e-05,2.108501e-05,4.075082e-06,3.397720e-12,1.038805e-01
2.800000e-06,1.546865e-07,3.636111e-10,4.398237e-04,8.014784e-08,5.662533e-11,5.038409e-09,3.303805e-01,4.800000e-03,1.490430e-07,5.498644e-01,1.338980e-02,1.020667e-04,2.213365e-05,4.083661e-06,3.955801e-12,1.009968e-01
3.250000e-06,1.502958e-07,3.715826e-10,4.469359e-04,8.591512e-08,6.060593e-11,5.395254e-09,3.396378e-01,4.943099e-03,1.538631e-07,5.430499e-01,1.324975e-02,1.107802e-04,2.307119e-05,4.089561e-06,4.520203e-12,9.853415e-02
3.700000e-06,1.464679e-07,3.796530e-10,4.531501e-04,9.130329e-08,6.449180e-11,5.723413e-09,3.478426e-01,5.082737e-03,1.585707e-07,5.369310e-01,1.315488e-02,1.189954e-04,2.392157e-05,4.093885e-06,5.091569e-12,9.638820e-02
4.150000e-06,1.430794e-07,3.877161e-10,4.586454e-04,9.637103e-08,6.829813e-11,6.027478e-09,3.552017e-01,5.219024e-03,1.631713e-07,5.313828e-01,1.309257e-02,1.267855e-04,2.470155e-05,4.097269e-06,5.670243e-12,9.448932e-02
4.600000e-06,1.400437e-07,3.957108e-10,4.635538e-04,1.011633e-07,7.203621e-11,6.310976e-09,3.618658e-01,5.352103e-03,1.676710e-07,5.263114e-01,1.305440e-02,1.342069e-04,2.542337e-05,4.100092e-06,6.256400e-12,9.278863e-02
5.050000e-06,1.372975e-07,4.036013e-10,4.679752e-04,1.057155e-07,7.571466e-11,6.576679e-09,3.679484e-01,5.482130e-03,1.720756e-07,5.216445e-01,1.303453e-02,1.413039e-04,2.609625e-05,4.102594e-06,6.850113e-12,9.125050e-02
5.500000e-06,1.347931e-07,4.113674e-10,4.719871e-04,1.100561e-07,7.934027e-11,6.826815e-09,3.735373e-01,5.609258e-03,1.763907e-07,5.173252e-01,1.302878e-02,1.481124e-04,2.672730e-05,4.104924e-06,7.451395e-12,8.984815e-02
5.950000e-06,1.324937e-07,4.189981e-10,4.756507e-04,1.142084e-07,8.291847e-11,7.063207e-09,3.787015e-01,5.733636e-03,1.806216e-07,5.133077e-01,1.303407e-02,1.546617e-04,2.732218e-05,4.107182e-06,8.060217e-12,8.856093e-02
6.400000e-06,1.303704e-07,4.264886e-10,4.790152e-04,1.181918e-07,8.645367e-11,7.287365e-09,3.834967e-01,5.855399e-03,1.847731e-07,5.095548e-01,1.304811e-02,1.609765e-04,2.788540e-05,4.109431e-06,8.676533e-12,8.737258e-02
6.850000e-06,1.283998e-07,4.338376e-10,4.821205e-04,1.220228e-07,8.994957e-11,7.500561e-09,3.879682e-01,5.974676e-03,1.888495e-07,5.060357e-01,1.306914e-02,1.670774e-04,2.842069e-05,4.111714e-06,9.300279e-12,8.627004e-02
7.300000e-06,1.265629e-07,4.410461e-10,4.849996e-04,1.257152e-07,9.340925e-11,7.703870e-09,3.921536e-01,6.091586e-03,1.928548e-07,5.027249e-01,1.309579e-02,1.729823e-04,2.893112e-05,4.114058e-06,9.931387e-12,8.524271e-02
7.750000e-06,1.248442e-07,4.481167e-10,4.876798e-04,1.292810e-07,9.683532e-11,7.898216e-09,3.960840e-01,6.206236e-03,1.967927e-07,4.996006e-01,1.312699e-02,1.787065e-04,2.941927e-05,4.116481e-06,1.056979e-11,8.428181e-02
8.200000e-06,1.232306e-07,4.550530e-10,4.901843e-04,1.327306e-07,1.002300e-10,8.084398e-09,3.997860e-01,6.318728e-03,2.006664e-07,4.966444e-01,1.316188e-02,1.842634e-04,2.988732e-05,4.118995e-06,1.121541e-11,8.338004e-02
8.650000e-06,1.217110e-07,4.618590e-10,4.925326e-04,1.360732e-07,1.035954e-10,8.263111e-09,4.032822e-01,6.429155e-03,2.044791e-07,4.938405e-01,1.319978e-02,1.896647e-04,3.033715e-05,4.121607e-06,1.186818e-11,8.253120e-02
9.100000e-06,1.202761e-07,4.685391e-10,4.947414e-04,1.393166e-07,1.069330e-10,8.434964e-09,4.065920e-01,6.537603e-03,2.082336e-07,4.911752e-01,1.324013e-02,1.949207e-04,3.077038e-05,4.124320e-06,1.252803e-11,8.173004e-02
9.550000e-06,1.189177e-07,4.750977e-10,4.968250e-04,1.424681e-07,1.102445e-10,8.600494e-09,4.097322e-01,6.644150e-03,2.119324e-07,4.886365e-01,1.328247e-02,2.000408e-04,3.118840e-05,4.127135e-06,1.319491e-11,8.097205e-02
1.000000e-05,1.176289e-07,4.815392e-10,4.987959e-04,1.455340e-07,1.135311e-10,8.760179e-09,4.127175e-01,6.748873e-03,2.155779e-07,4.862139e-01,1.332643e-02,2.050331e-04,3.159245e-05,4.130052e-06,1.386874e-11,8.025331e-02
1.450000e-05,1.075267e-07,5.404228e-10,5.141540e-04,1.724955e-07,1.452451e-10,1.011087e-08,4.362716e-01,7.708805e-03,2.495212e-07,4.667693e-01,1.380567e-02,2.492740e-04,3.505319e-05,4.164385e-06,2.097943e-11,7.464140e-02
1.900000e-05,1.005900e-07,5.915292e-10,5.249152e-04,1.947786e-07,1.753012e-10,1.116253e-08,4.525225e-01,8.540263e-03,2.798421e-07,4.529702e-01,1.428577e-02,2.859501e-04,3.781896e-05,4.206299e-06,2.874687e-11,7.082781e-02
2.350000e-05,9.543639e-08,6.371284e-10,5.334009e-04,2.140607e-07,2.040749e-10,1.203306e-08,4.645616e-01,9.272310e-03,3.074288e-07,4.425036e-01,1.473214e-02,3.174112e-04,4.016559e-05,4.253774e-06,3.716137e-11,6.803453e-02
2.800000e-05,9.141725e-08,6.786510e-10,5.406261e-04,2.312460e-07,2.317894e-10,1.278309e-08,4.738771e-01,9.923686e-03,3.328379e-07,4.342330e-01,1.513871e-02,3.449854e-04,4.223160e-05,4.305557e-06,4.622958e-11,6.589468e-02
3.250000e-05,8.817748e-08,7.170474e-10,5.471038e-04,2.468834e-07,2.585968e-10,1.344790e-08,4.812977e-01,1.050754e-02,3.564510e-07,4.275157e-01,1.550675e-02,3.695166e-04,4.409707e-05,4.360862e-06,5.596820e-11,6.420648e-02
3.700000e-05,8.550239e-08,7.529803e-10,5.531192e-04,2.613338e-07,2.846111e-10,1.404978e-08,4.873315e-01,1.103367e-02,3.785458e-07,4.219523e-01,1.583946e-02,3.915841e-04,4.581272e-05,4.419168e-06,6.640040e-11,6.284736e-02
4.150000e-05,8.325270e-08,7.869316e-10,5.588417e-04,2.748483e-07,3.099224e-10,1.460369e-08,4.923117e-01,1.150970e-02,3.993341e-07,4.172776e-01,1.614041e-02,4.116079e-04,4.741276e-05,4.480106e-06,7.755399e-11,6.173748e-02
4.600000e-05,8.133323e-08,8.192632e-10,5.643766e-04,2.876089e-07,3.346055e-10,1.512009e-08,4.964683e-01,1.194178e-02,4.189833e-07,4.133064e-01,1.641296e-02,4.299051e-04,4.892141e-05,4.543402e-06,8.946014e-11,6.082201e-02
5.050000e-05,7.967616e-08,8.502543e-10,5.697919e-04,2.997522e-07,3.587242e-10,1.560660e-08,4.999667e-01,1.233498e-02,4.376291e-07,4.099041e-01,1.666019e-02,4.467228e-04,5.035640e-05,4.608840e-06,1.021527e-10,6.006172e-02
5.500000e-05,7.823158e-08,8.801255e-10,5.751324e-04,3.113834e-07,3.823345e-10,1.606890e-08,5.029296e-01,1.269359e-02,4.553842e-07,4.069697e-01,1.688480e-02,4.622587e-04,5.173113e-05,4.676243e-06,1.156677e-10,5.942759e-02
5.950000e-05,7.696174e-08,9.090541e-10,5.804280e-04,3.225853e-07,4.054863e-10,1.651131e-08,5.054507e-01,1.302126e-02,4.723439e-07,4.044255e-01,1.708919e-02,4.766743e-04,5.305592e-05,4.745460e-06,1.300431e-10,5.889758e-02
